Nom;Poste;Date;Vitesse_ms
Etang St Leu;97413550;01/01/2016;2.5
Etang St Leu;97413550;02/01/2016;1.5
Etang St Leu;97413550;03/01/2016;1.1
Etang St Leu;97413550;04/01/2016;1.3
Etang St Leu;97413550;05/01/2016;1.3
Etang St Leu;97413550;06/01/2016;1.2
Etang St Leu;97413550;07/01/2016;0.8
Etang St Leu;97413550;08/01/2016;0.6
Etang St Leu;97413550;09/01/2016;0.7
Etang St Leu;97413550;10/01/2016;0.7
Etang St Leu;97413550;11/01/2016;0.8
Etang St Leu;97413550;12/01/2016;1.0
Etang St Leu;97413550;13/01/2016;0.6
Etang St Leu;97413550;14/01/2016;0.4
Etang St Leu;97413550;15/01/2016;0.8
Etang St Leu;97413550;16/01/2016;1.3
Etang St Leu;97413550;17/01/2016;1.2
Etang St Leu;97413550;18/01/2016;1.0
Etang St Leu;97413550;19/01/2016;0.6
Etang St Leu;97413550;20/01/2016;0.8
Etang St Leu;97413550;21/01/2016;0.7
Etang St Leu;97413550;22/01/2016;0.9
Etang St Leu;97413550;23/01/2016;1.0
Etang St Leu;97413550;24/01/2016;0.9
Etang St Leu;97413550;25/01/2016;0.7
Etang St Leu;97413550;26/01/2016;0.6
Etang St Leu;97413550;27/01/2016;0.7
Etang St Leu;97413550;28/01/2016;0.9
Etang St Leu;97413550;29/01/2016;1.1
Etang St Leu;97413550;30/01/2016;1.3
Etang St Leu;97413550;31/01/2016;1.2
Etang St Leu;97413550;01/02/2016;0.9
Etang St Leu;97413550;02/02/2016;0.8
Etang St Leu;97413550;03/02/2016;0.9
Etang St Leu;97413550;04/02/2016;0.6
Etang St Leu;97413550;05/02/2016;0.7
Etang St Leu;97413550;06/02/2016;0.8
Etang St Leu;97413550;07/02/2016;0.6
Etang St Leu;97413550;08/02/2016;0.5
Etang St Leu;97413550;09/02/2016;0.5
Etang St Leu;97413550;10/02/2016;0.6
Etang St Leu;97413550;11/02/2016;2.2
Etang St Leu;97413550;12/02/2016;0.8
Etang St Leu;97413550;13/02/2016;0.6
Etang St Leu;97413550;14/02/2016;0.6
Etang St Leu;97413550;15/02/2016;0.6
Etang St Leu;97413550;16/02/2016;0.6
Etang St Leu;97413550;17/02/2016;0.7
Etang St Leu;97413550;18/02/2016;0.4
Etang St Leu;97413550;19/02/2016;1.0
Etang St Leu;97413550;20/02/2016;1.0
Etang St Leu;97413550;21/02/2016;0.9
Etang St Leu;97413550;22/02/2016;0.9
Etang St Leu;97413550;23/02/2016;0.8
Etang St Leu;97413550;24/02/2016;0.7
Etang St Leu;97413550;25/02/2016;0.6
Etang St Leu;97413550;26/02/2016;0.3
Etang St Leu;97413550;27/02/2016;1.2
Etang St Leu;97413550;28/02/2016;1.3
Etang St Leu;97413550;29/02/2016;0.9
Etang St Leu;97413550;01/03/2016;0.7
Etang St Leu;97413550;02/03/2016;0.6
Etang St Leu;97413550;03/03/2016;0.6
Etang St Leu;97413550;04/03/2016;0.7
Etang St Leu;97413550;05/03/2016;0.7
Etang St Leu;97413550;06/03/2016;0.8
Etang St Leu;97413550;07/03/2016;0.7
Etang St Leu;97413550;08/03/2016;0.6
Etang St Leu;97413550;09/03/2016;0.8
Etang St Leu;97413550;10/03/2016;0.8
Etang St Leu;97413550;11/03/2016;0.8
Etang St Leu;97413550;12/03/2016;1.0
Etang St Leu;97413550;13/03/2016;0.9
Etang St Leu;97413550;14/03/2016;0.6
Etang St Leu;97413550;15/03/2016;0.3
Etang St Leu;97413550;16/03/2016;1.0
Etang St Leu;97413550;17/03/2016;0.8
Etang St Leu;97413550;18/03/2016;0.9
Etang St Leu;97413550;19/03/2016;0.8666666666666667
Etang St Leu;97413550;20/03/2016;0.8333333333333334
Etang St Leu;97413550;21/03/2016;0.8
Etang St Leu;97413550;22/03/2016;0.9
Etang St Leu;97413550;23/03/2016;0.6
Etang St Leu;97413550;24/03/2016;0.7
Etang St Leu;97413550;25/03/2016;0.8
Etang St Leu;97413550;26/03/2016;1.0
Etang St Leu;97413550;27/03/2016;1.5
Etang St Leu;97413550;28/03/2016;0.8
Etang St Leu;97413550;29/03/2016;0.8
Etang St Leu;97413550;30/03/2016;0.8
Etang St Leu;97413550;31/03/2016;0.8
Etang St Leu;97413550;01/04/2016;0.9
Etang St Leu;97413550;02/04/2016;0.9
Etang St Leu;97413550;03/04/2016;0.9
Etang St Leu;97413550;04/04/2016;0.8
Etang St Leu;97413550;05/04/2016;0.8
Etang St Leu;97413550;06/04/2016;0.5
Etang St Leu;97413550;07/04/2016;1.0
Etang St Leu;97413550;08/04/2016;1.5
Etang St Leu;97413550;09/04/2016;1.2
Etang St Leu;97413550;10/04/2016;1.0
Etang St Leu;97413550;11/04/2016;1.0
Etang St Leu;97413550;12/04/2016;1.1
Etang St Leu;97413550;13/04/2016;0.5
Etang St Leu;97413550;14/04/2016;0.7
Etang St Leu;97413550;15/04/2016;0.7
Etang St Leu;97413550;16/04/2016;0.8
Etang St Leu;97413550;17/04/2016;1.0
Etang St Leu;97413550;18/04/2016;0.9
Etang St Leu;97413550;19/04/2016;0.9
Etang St Leu;97413550;20/04/2016;0.6
Etang St Leu;97413550;21/04/2016;0.7
Etang St Leu;97413550;22/04/2016;0.8
Etang St Leu;97413550;23/04/2016;0.8
Etang St Leu;97413550;24/04/2016;1.0
Etang St Leu;97413550;25/04/2016;0.7
Etang St Leu;97413550;26/04/2016;0.8
Etang St Leu;97413550;27/04/2016;0.5
Etang St Leu;97413550;28/04/2016;0.7
Etang St Leu;97413550;29/04/2016;0.8
Etang St Leu;97413550;30/04/2016;0.8
Etang St Leu;97413550;01/05/2016;0.8
Etang St Leu;97413550;02/05/2016;0.8
Etang St Leu;97413550;03/05/2016;0.9
Etang St Leu;97413550;04/05/2016;0.5
Etang St Leu;97413550;05/05/2016;0.5
Etang St Leu;97413550;06/05/2016;1.2
Etang St Leu;97413550;07/05/2016;1.0
Etang St Leu;97413550;08/05/2016;1.7
Etang St Leu;97413550;09/05/2016;1.8
Etang St Leu;97413550;10/05/2016;1.9
Etang St Leu;97413550;11/05/2016;1.0
Etang St Leu;97413550;12/05/2016;0.8
Etang St Leu;97413550;13/05/2016;0.8
Etang St Leu;97413550;14/05/2016;0.9
Etang St Leu;97413550;15/05/2016;0.7
Etang St Leu;97413550;16/05/2016;0.5
Etang St Leu;97413550;17/05/2016;0.1
Etang St Leu;97413550;18/05/2016;0.8
Etang St Leu;97413550;19/05/2016;2.5
Etang St Leu;97413550;20/05/2016;2.2
Etang St Leu;97413550;21/05/2016;1.9
Etang St Leu;97413550;22/05/2016;1.8
Etang St Leu;97413550;23/05/2016;1.5
Etang St Leu;97413550;24/05/2016;0.6
Etang St Leu;97413550;25/05/2016;0.6
Etang St Leu;97413550;26/05/2016;0.2
Etang St Leu;97413550;27/05/2016;0.4
Etang St Leu;97413550;28/05/2016;0.5
Etang St Leu;97413550;29/05/2016;0.4
Etang St Leu;97413550;30/05/2016;0.7
Etang St Leu;97413550;31/05/2016;0.3
