Nom;Poste;Date;Vitesse_ms
Pierrefonds;97416415;01/01/2016;0.9
Pierrefonds;97416415;02/01/2016;2.6
Pierrefonds;97416415;03/01/2016;0.3
Pierrefonds;97416415;04/01/2016;0.5
Pierrefonds;97416415;05/01/2016;1.0
Pierrefonds;97416415;06/01/2016;1.4
Pierrefonds;97416415;07/01/2016;1.2
Pierrefonds;97416415;08/01/2016;0.8
Pierrefonds;97416415;09/01/2016;1.2
Pierrefonds;97416415;10/01/2016;0.8
Pierrefonds;97416415;11/01/2016;0.4
Pierrefonds;97416415;12/01/2016;0.8
Pierrefonds;97416415;13/01/2016;1.1
Pierrefonds;97416415;14/01/2016;1.3
Pierrefonds;97416415;15/01/2016;0.7
Pierrefonds;97416415;16/01/2016;0.5
Pierrefonds;97416415;17/01/2016;0.3
Pierrefonds;97416415;18/01/2016;0.5
Pierrefonds;97416415;19/01/2016;0.3
Pierrefonds;97416415;20/01/2016;0.8
Pierrefonds;97416415;21/01/2016;0.9
Pierrefonds;97416415;22/01/2016;0.7
Pierrefonds;97416415;23/01/2016;1.2
Pierrefonds;97416415;24/01/2016;0.7
Pierrefonds;97416415;25/01/2016;1.0
Pierrefonds;97416415;26/01/2016;0.7
Pierrefonds;97416415;27/01/2016;1.2
Pierrefonds;97416415;28/01/2016;1.3
Pierrefonds;97416415;29/01/2016;1.1
Pierrefonds;97416415;30/01/2016;1.0
Pierrefonds;97416415;31/01/2016;1.4
Pierrefonds;97416415;01/02/2016;1.0
Pierrefonds;97416415;02/02/2016;1.4
Pierrefonds;97416415;03/02/2016;1.8
Pierrefonds;97416415;04/02/2016;0.5
Pierrefonds;97416415;05/02/2016;0.2
Pierrefonds;97416415;06/02/2016;0.2
Pierrefonds;97416415;07/02/2016;0.2
Pierrefonds;97416415;08/02/2016;0.2
Pierrefonds;97416415;09/02/2016;0.5
Pierrefonds;97416415;10/02/2016;0.3
Pierrefonds;97416415;11/02/2016;2.0
Pierrefonds;97416415;12/02/2016;0.4
Pierrefonds;97416415;13/02/2016;0.5
